"70BCSV 	",Prueba subir archivo 
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 ,
25,
CTRWL,1550
SPAN,200
START WL,1450
STOP WL,1650
WLFREQ,0
REFL,-59.9
LSCL,4
RESLN,0.2
AVG,1
SMPLAUTO,1
SMPL,5001
SMPLINTVL,0.04
HIGH2,
MEAS,
LSUNT,0
NMSKH,OFF
RESCOR,0
SMOOTH,0
FIBERTYPE,0
MEASWL,1
SWPSPD,0
RESPARM,9674
FREQPARM,9674
,
,
1500.16,-62.719
1500.2,-62.716
1500.24,-62.711
1500.28,-62.705
1500.32,-62.7
1500.36,-62.696
1500.4,-62.693
1500.44,-62.688
1500.48,-62.685
1500.52,-62.68
1500.56,-62.673
1500.6,-62.669
1500.64,-62.669
1500.68,-62.669
1500.72,-62.661
1500.76,-62.654
1500.8,-62.649
1500.84,-62.645
1500.88,-62.643
1500.92,-62.641
1500.96,-62.636
1501,-62.638
1501.04,-62.632
1501.08,-62.63
1501.12,-62.621
1501.16,-62.62
1501.2,-62.619
1501.24,-62.611
1501.28,-62.616
1501.32,-62.607
1501.36,-62.605
1501.4,-62.598
1501.44,-62.599
1501.48,-62.597
1501.52,-62.589
1501.56,-62.593
1501.6,-62.588
1501.64,-62.586
1501.68,-62.584
1501.72,-62.579
1501.76,-62.584
1501.8,-62.59
1501.84,-62.585
1501.88,-62.579
1501.92,-62.574
1501.96,-62.568
1502,-62.559
1502.04,-62.561
1502.08,-62.56
1502.12,-62.553
1502.16,-62.555
1502.2,-62.555
1502.24,-62.546
1502.28,-62.549
1502.32,-62.543
1502.36,-62.542
1502.4,-62.544
1502.44,-62.54
1502.48,-62.536
1502.52,-62.538
1502.56,-62.536
1502.6,-62.534
1502.64,-62.538
1502.68,-62.539
1502.72,-62.536
1502.76,-62.537
1502.8,-62.535
1502.84,-62.531
1502.88,-62.525
1502.92,-62.527
1502.96,-62.525
1503,-62.528
1503.04,-62.529
1503.08,-62.528
1503.12,-62.529
1503.16,-62.533
1503.2,-62.533
1503.24,-62.527
1503.28,-62.53
1503.32,-62.53
1503.36,-62.526
1503.4,-62.529
1503.44,-62.531
1503.48,-62.527
1503.52,-62.531
1503.56,-62.529
1503.6,-62.529
1503.64,-62.527
1503.68,-62.529
1503.72,-62.531
1503.76,-62.533
1503.8,-62.534
1503.84,-62.536
1503.88,-62.535
1503.92,-62.532
1503.96,-62.541
1504,-62.536
1504.04,-62.542
1504.08,-62.533
1504.12,-62.533
1504.16,-62.53
1504.2,-62.537
1504.24,-62.538
1504.28,-62.54
1504.32,-62.54
1504.36,-62.546
1504.4,-62.549
1504.44,-62.543
1504.48,-62.541
1504.52,-62.548
1504.56,-62.55
1504.6,-62.556
1504.64,-62.558
1504.68,-62.562
1504.72,-62.568
1504.76,-62.57
1504.8,-62.573
1504.84,-62.57
1504.88,-62.571
1504.92,-62.574
1504.96,-62.572
1505,-62.578
1505.04,-62.582
1505.08,-62.584
1505.12,-62.587
1505.16,-62.592
1505.2,-62.597
1505.24,-62.598
1505.28,-62.604
1505.32,-62.609
1505.36,-62.614
1505.4,-62.611
1505.44,-62.624
1505.48,-62.628
1505.52,-62.629
1505.56,-62.632
1505.6,-62.64
1505.64,-62.644
1505.68,-62.649
1505.72,-62.653
1505.76,-62.657
1505.8,-62.668
1505.84,-62.673
1505.88,-62.672
1505.92,-62.678
1505.96,-62.682
1506,-62.691
1506.04,-62.694
1506.08,-62.697
1506.12,-62.706
1506.16,-62.707
1506.2,-62.713
1506.24,-62.716
1506.28,-62.717
1506.32,-62.725
1506.36,-62.73
1506.4,-62.734
1506.44,-62.738
1506.48,-62.747
1506.52,-62.75
1506.56,-62.761
1506.6,-62.758
1506.64,-62.766
1506.68,-62.766
1506.72,-62.772
1506.76,-62.781
1506.8,-62.786
1506.84,-62.788
1506.88,-62.794
1506.92,-62.798
1506.96,-62.801
1507,-62.806
1507.04,-62.808
1507.08,-62.816
1507.12,-62.823
1507.16,-62.83
1507.2,-62.843
1507.24,-62.848
1507.28,-62.853
1507.32,-62.851
1507.36,-62.859
1507.4,-62.864
1507.44,-62.871
1507.48,-62.877
1507.52,-62.888
1507.56,-62.891
1507.6,-62.9
1507.64,-62.902
1507.68,-62.914
1507.72,-62.923
1507.76,-62.928
1507.8,-62.933
1507.84,-62.941
1507.88,-62.946
1507.92,-62.963
1507.96,-62.966
1508,-62.976
1508.04,-62.982
1508.08,-62.996
1508.12,-63
1508.16,-63.01
1508.2,-63.021
1508.24,-63.033
1508.28,-63.047
1508.32,-63.048
1508.36,-63.06
1508.4,-63.062
1508.44,-63.074
1508.48,-63.086
1508.52,-63.097
1508.56,-63.105
1508.6,-63.114
1508.64,-63.122
1508.68,-63.135
1508.72,-63.142
1508.76,-63.154
1508.8,-63.158
1508.84,-63.174
1508.88,-63.18
1508.92,-63.186
1508.96,-63.192
1509,-63.211
1509.04,-63.221
1509.08,-63.23
1509.12,-63.233
1509.16,-63.244
1509.2,-63.25
1509.24,-63.257
1509.28,-63.264
1509.32,-63.275
1509.36,-63.281
1509.4,-63.291
1509.44,-63.3
1509.48,-63.31
1509.52,-63.314
1509.56,-63.323
1509.6,-63.333
1509.64,-63.339
1509.68,-63.351
1509.72,-63.358
1509.76,-63.373
1509.8,-63.382
1509.84,-63.385
1509.88,-63.398
1509.92,-63.41
1509.96,-63.419
1510,-63.431
1510.04,-63.44
1510.08,-63.454
1510.12,-63.46
1510.16,-63.473
1510.2,-63.48
1510.24,-63.494
1510.28,-63.505
1510.32,-63.519
1510.36,-63.527
1510.4,-63.542
1510.44,-63.549
1510.48,-63.566
1510.52,-63.578
1510.56,-63.584
1510.6,-63.603
1510.64,-63.616
1510.68,-63.632
1510.72,-63.641
1510.76,-63.659
1510.8,-63.665
1510.84,-63.684
1510.88,-63.698
1510.92,-63.708
1510.96,-63.722
1511,-63.738
1511.04,-63.751
1511.08,-63.762
1511.12,-63.774
1511.16,-63.789
1511.2,-63.804
1511.24,-63.818
1511.28,-63.823
1511.32,-63.844
1511.36,-63.852
1511.4,-63.869
1511.44,-63.886
1511.48,-63.894
1511.52,-63.906
1511.56,-63.924
1511.6,-63.929
1511.64,-63.94
1511.68,-63.952
1511.72,-63.96
1511.76,-63.977
1511.8,-63.99
1511.84,-64.007
1511.88,-64.013
1511.92,-64.024
1511.96,-64.039
1512,-64.048
1512.04,-64.059
1512.08,-64.068
1512.12,-64.081
1512.16,-64.095
1512.2,-64.104
1512.24,-64.112
1512.28,-64.129
1512.32,-64.142
1512.36,-64.146
1512.4,-64.16
1512.44,-64.174
1512.48,-64.186
1512.52,-64.199
1512.56,-64.21
1512.6,-64.212
1512.64,-64.234
1512.68,-64.241
1512.72,-64.252
1512.76,-64.267
1512.8,-64.284
1512.84,-64.292
1512.88,-64.309
1512.92,-64.318
1512.96,-64.329
1513,-64.337
1513.04,-64.35
1513.08,-64.37
1513.12,-64.382
1513.16,-64.396
1513.2,-64.417
1513.24,-64.428
1513.28,-64.444
1513.32,-64.461
1513.36,-64.476
1513.4,-64.491
1513.44,-64.51
1513.48,-64.523
1513.52,-64.539
1513.56,-64.555
1513.6,-64.567
1513.64,-64.584
1513.68,-64.59
1513.72,-64.603
1513.76,-64.633
1513.8,-64.647
1513.84,-64.658
1513.88,-64.672
1513.92,-64.688
1513.96,-64.7
1514,-64.707
1514.04,-64.723
1514.08,-64.747
1514.12,-64.756
1514.16,-64.773
1514.2,-64.782
1514.24,-64.799
1514.28,-64.813
1514.32,-64.822
1514.36,-64.826
1514.4,-64.849
1514.44,-64.865
1514.48,-64.875
1514.52,-64.89
1514.56,-64.895
1514.6,-64.911
1514.64,-64.923
1514.68,-64.932
1514.72,-64.941
1514.76,-64.961
1514.8,-64.971
1514.84,-64.978
1514.88,-64.988
1514.92,-64.993
1514.96,-65.006
1515,-65.021
1515.04,-65.023
1515.08,-65.044
1515.12,-65.053
1515.16,-65.058
1515.2,-65.064
1515.24,-65.078
1515.28,-65.083
1515.32,-65.093
1515.36,-65.101
1515.4,-65.11
1515.44,-65.116
1515.48,-65.128
1515.52,-65.13
1515.56,-65.136
1515.6,-65.151
1515.64,-65.161
1515.68,-65.168
1515.72,-65.176
1515.76,-65.181
1515.8,-65.19
1515.84,-65.2
1515.88,-65.211
1515.92,-65.214
1515.96,-65.229
1516,-65.224
1516.04,-65.241
1516.08,-65.24
1516.12,-65.24
1516.16,-65.247
1516.2,-65.248
1516.24,-65.256
1516.28,-65.271
1516.32,-65.268
1516.36,-65.269
1516.4,-65.267
1516.44,-65.273
1516.48,-65.28
1516.52,-65.273
1516.56,-65.283
1516.6,-65.28
1516.64,-65.282
1516.68,-65.279
1516.72,-65.28
1516.76,-65.277
1516.8,-65.275
1516.84,-65.282
1516.88,-65.264
1516.92,-65.267
1516.96,-65.261
1517,-65.252
1517.04,-65.247
1517.08,-65.244
1517.12,-65.241
1517.16,-65.239
1517.2,-65.224
1517.24,-65.209
1517.28,-65.204
1517.32,-65.198
1517.36,-65.186
1517.4,-65.174
1517.44,-65.164
1517.48,-65.154
1517.52,-65.145
1517.56,-65.13
1517.6,-65.119
1517.64,-65.104
1517.68,-65.09
1517.72,-65.068
1517.76,-65.058
1517.8,-65.043
1517.84,-65.028
1517.88,-65.008
1517.92,-64.993
1517.96,-64.972
1518,-64.959
1518.04,-64.942
1518.08,-64.915
1518.12,-64.903
1518.16,-64.888
1518.2,-64.865
1518.24,-64.84
1518.28,-64.812
1518.32,-64.806
1518.36,-64.78
1518.4,-64.758
1518.44,-64.737
1518.48,-64.719
1518.52,-64.69
1518.56,-64.667
1518.6,-64.645
1518.64,-64.615
1518.68,-64.585
1518.72,-64.563
1518.76,-64.539
1518.8,-64.515
1518.84,-64.489
1518.88,-64.461
1518.92,-64.431
1518.96,-64.4
1519,-64.372
1519.04,-64.337
1519.08,-64.312
1519.12,-64.275
1519.16,-64.251
1519.2,-64.208
1519.24,-64.179
1519.28,-64.139
1519.32,-64.102
1519.36,-64.07
1519.4,-64.039
1519.44,-63.992
1519.48,-63.951
1519.52,-63.919
1519.56,-63.881
1519.6,-63.837
1519.64,-63.8
1519.68,-63.757
1519.72,-63.719
1519.76,-63.67
1519.8,-63.628
1519.84,-63.586
1519.88,-63.54
1519.92,-63.499
1519.96,-63.45
1520,-63.408
1520.04,-63.356
1520.08,-63.313
1520.12,-63.264
1520.16,-63.214
1520.2,-63.168
1520.24,-63.12
1520.28,-63.071
1520.32,-63.022
1520.36,-62.978
1520.4,-62.922
1520.44,-62.866
1520.48,-62.816
1520.52,-62.762
1520.56,-62.708
1520.6,-62.654
1520.64,-62.596
1520.68,-62.547
1520.72,-62.49
1520.76,-62.433
1520.8,-62.38
1520.84,-62.324
1520.88,-62.265
1520.92,-62.21
1520.96,-62.15
1521,-62.096
1521.04,-62.037
1521.08,-61.98
1521.12,-61.923
1521.16,-61.869
1521.2,-61.809
1521.24,-61.75
1521.28,-61.691
1521.32,-61.632
1521.36,-61.572
1521.4,-61.51
1521.44,-61.449
1521.48,-61.387
1521.52,-61.326
1521.56,-61.264
1521.6,-61.204
1521.64,-61.141
1521.68,-61.074
1521.72,-61.014
1521.76,-60.952
1521.8,-60.89
1521.84,-60.827
1521.88,-60.76
1521.92,-60.696
1521.96,-60.633
1522,-60.568
1522.04,-60.501
1522.08,-60.434
1522.12,-60.367
1522.16,-60.301
1522.2,-60.233
1522.24,-60.167
1522.28,-60.102
1522.32,-60.031
1522.36,-59.964
1522.4,-59.895
1522.44,-59.828
1522.48,-59.759
1522.52,-59.691
1522.56,-59.623
1522.6,-59.553
1522.64,-59.488
1522.68,-59.417
1522.72,-59.346
1522.76,-59.283
1522.8,-59.212
1522.84,-59.141
1522.88,-59.074
1522.92,-59.001
1522.96,-58.932
1523,-58.864
1523.04,-58.792
1523.08,-58.723
1523.12,-58.651
1523.16,-58.58
1523.2,-58.506
1523.24,-58.436
1523.28,-58.363
1523.32,-58.292
1523.36,-58.219
1523.4,-58.149
1523.44,-58.077
1523.48,-58.004
1523.52,-57.934
1523.56,-57.865
1523.6,-57.793
1523.64,-57.723
1523.68,-57.651
1523.72,-57.58
1523.76,-57.506
1523.8,-57.436
1523.84,-57.363
1523.88,-57.293
1523.92,-57.22
1523.96,-57.151
1524,-57.08
1524.04,-57.011
1524.08,-56.939
1524.12,-56.869
1524.16,-56.8
1524.2,-56.73
1524.24,-56.66
1524.28,-56.593
1524.32,-56.522
1524.36,-56.455
1524.4,-56.386
1524.44,-56.32
1524.48,-56.254
1524.52,-56.187
1524.56,-56.12
1524.6,-56.051
1524.64,-55.98
1524.68,-55.911
1524.72,-55.844
1524.76,-55.777
1524.8,-55.709
1524.84,-55.642
1524.88,-55.576
1524.92,-55.511
1524.96,-55.444
1525,-55.378
1525.04,-55.312
1525.08,-55.247
1525.12,-55.183
1525.16,-55.118
1525.2,-55.054
1525.24,-54.988
1525.28,-54.925
1525.32,-54.861
1525.36,-54.797
1525.4,-54.733
1525.44,-54.668
1525.48,-54.604
1525.52,-54.543
1525.56,-54.481
1525.6,-54.417
1525.64,-54.354
1525.68,-54.294
1525.72,-54.23
1525.76,-54.171
1525.8,-54.112
1525.84,-54.05
1525.88,-53.989
1525.92,-53.928
1525.96,-53.871
1526,-53.812
1526.04,-53.754
1526.08,-53.697
1526.12,-53.64
1526.16,-53.582
1526.2,-53.525
1526.24,-53.468
1526.28,-53.41
1526.32,-53.355
1526.36,-53.299
1526.4,-53.244
1526.44,-53.19
1526.48,-53.134
1526.52,-53.08
1526.56,-53.025
1526.6,-52.975
1526.64,-52.922
1526.68,-52.87
1526.72,-52.819
1526.76,-52.765
1526.8,-52.716
1526.84,-52.666
1526.88,-52.615
1526.92,-52.567
1526.96,-52.518
1527,-52.469
1527.04,-52.42
1527.08,-52.371
1527.12,-52.323
1527.16,-52.276
1527.2,-52.228
1527.24,-52.18
1527.28,-52.136
1527.32,-52.09
1527.36,-52.046
1527.4,-52
1527.44,-51.956
1527.48,-51.913
1527.52,-51.868
1527.56,-51.824
1527.6,-51.782
1527.64,-51.739
1527.68,-51.698
1527.72,-51.657
1527.76,-51.615
1527.8,-51.573
1527.84,-51.532
1527.88,-51.492
1527.92,-51.452
1527.96,-51.411
1528,-51.371
1528.04,-51.332
1528.08,-51.292
1528.12,-51.253
1528.16,-51.213
1528.2,-51.175
1528.24,-51.138
1528.28,-51.1
1528.32,-51.063
1528.36,-51.027
1528.4,-50.992
1528.44,-50.957
1528.48,-50.922
1528.52,-50.89
1528.56,-50.855
1528.6,-50.82
1528.64,-50.787
1528.68,-50.754
1528.72,-50.721
1528.76,-50.689
1528.8,-50.656
1528.84,-50.623
1528.88,-50.591
1528.92,-50.561
1528.96,-50.529
1529,-50.499
1529.04,-50.469
1529.08,-50.44
1529.12,-50.412
1529.16,-50.384
1529.2,-50.355
1529.24,-50.327
1529.28,-50.299
1529.32,-50.272
1529.36,-50.246
1529.4,-50.219
1529.44,-50.191
1529.48,-50.165
1529.52,-50.14
1529.56,-50.115
1529.6,-50.091
1529.64,-50.068
1529.68,-50.044
1529.72,-50.02
1529.76,-49.998
1529.8,-49.977
1529.84,-49.955
1529.88,-49.933
1529.92,-49.912
1529.96,-49.89
1530,-49.87
1530.04,-49.851
1530.08,-49.831
1530.12,-49.812
1530.16,-49.795
1530.2,-49.776
1530.24,-49.76
1530.28,-49.744
1530.32,-49.728
1530.36,-49.712
1530.4,-49.699
1530.44,-49.684
1530.48,-49.668
1530.52,-49.653
1530.56,-49.638
1530.6,-49.625
1530.64,-49.611
1530.68,-49.597
1530.72,-49.585
1530.76,-49.573
1530.8,-49.563
1530.84,-49.552
1530.88,-49.543
1530.92,-49.534
1530.96,-49.525
1531,-49.515
1531.04,-49.508
1531.08,-49.499
1531.12,-49.491
1531.16,-49.484
1531.2,-49.476
1531.24,-49.469
1531.28,-49.462
1531.32,-49.457
1531.36,-49.45
1531.4,-49.445
1531.44,-49.44
1531.48,-49.436
1531.52,-49.43
1531.56,-49.428
1531.6,-49.425
1531.64,-49.423
1531.68,-49.421
1531.72,-49.42
1531.76,-49.419
1531.8,-49.419
1531.84,-49.418
1531.88,-49.418
1531.92,-49.419
1531.96,-49.419
1532,-49.421
1532.04,-49.424
1532.08,-49.427
1532.12,-49.43
1532.16,-49.434
1532.2,-49.438
1532.24,-49.443
1532.28,-49.448
1532.32,-49.452
1532.36,-49.456
1532.4,-49.463
1532.44,-49.469
1532.48,-49.477
1532.52,-49.483
1532.56,-49.492
1532.6,-49.501
1532.64,-49.512
1532.68,-49.521
1532.72,-49.53
1532.76,-49.541
1532.8,-49.55
1532.84,-49.562
1532.88,-49.573
1532.92,-49.584
1532.96,-49.597
1533,-49.61
1533.04,-49.624
1533.08,-49.639
1533.12,-49.652
1533.16,-49.668
1533.2,-49.683
1533.24,-49.699
1533.28,-49.715
1533.32,-49.731
1533.36,-49.748
1533.4,-49.765
1533.44,-49.782
1533.48,-49.799
1533.52,-49.818
1533.56,-49.837
1533.6,-49.855
1533.64,-49.876
1533.68,-49.895
1533.72,-49.915
1533.76,-49.935
1533.8,-49.956
1533.84,-49.977
1533.88,-49.998
1533.92,-50.018
1533.96,-50.04
1534,-50.062
1534.04,-50.085
1534.08,-50.107
1534.12,-50.129
1534.16,-50.151
1534.2,-50.175
1534.24,-50.199
1534.28,-50.223
1534.32,-50.247
1534.36,-50.272
1534.4,-50.295
1534.44,-50.32
1534.48,-50.344
1534.52,-50.369
1534.56,-50.394
1534.6,-50.42
1534.64,-50.443
1534.68,-50.47
1534.72,-50.494
1534.76,-50.519
1534.8,-50.545
1534.84,-50.571
1534.88,-50.596
1534.92,-50.621
1534.96,-50.646
1535,-50.671
1535.04,-50.696
1535.08,-50.722
1535.12,-50.749
1535.16,-50.773
1535.2,-50.799
1535.24,-50.826
1535.28,-50.853
1535.32,-50.879
1535.36,-50.905
1535.4,-50.93
1535.44,-50.957
1535.48,-50.982
1535.52,-51.007
1535.56,-51.035
1535.6,-51.06
1535.64,-51.085
1535.68,-51.11
1535.72,-51.136
1535.76,-51.16
1535.8,-51.186
1535.84,-51.21
1535.88,-51.235
1535.92,-51.259
1535.96,-51.284
1536,-51.307
1536.04,-51.332
1536.08,-51.354
1536.12,-51.378
1536.16,-51.401
1536.2,-51.424
1536.24,-51.448
1536.28,-51.469
1536.32,-51.492
1536.36,-51.515
1536.4,-51.536
1536.44,-51.558
1536.48,-51.58
1536.52,-51.601
1536.56,-51.62
1536.6,-51.64
1536.64,-51.66
1536.68,-51.679
1536.72,-51.699
1536.76,-51.718
1536.8,-51.736
1536.84,-51.755
1536.88,-51.772
1536.92,-51.79
1536.96,-51.806
1537,-51.823
1537.04,-51.839
1537.08,-51.855
1537.12,-51.871
1537.16,-51.886
1537.2,-51.9
1537.24,-51.915
1537.28,-51.928
1537.32,-51.942
1537.36,-51.955
1537.4,-51.966
1537.44,-51.98
1537.48,-51.991
1537.52,-52.003
1537.56,-52.015
1537.6,-52.026
1537.64,-52.037
1537.68,-52.047
1537.72,-52.058
1537.76,-52.069
1537.8,-52.079
1537.84,-52.089
1537.88,-52.099
1537.92,-52.109
1537.96,-52.117
1538,-52.125
1538.04,-52.134
1538.08,-52.142
1538.12,-52.148
1538.16,-52.155
1538.2,-52.163
1538.24,-52.169
1538.28,-52.175
1538.32,-52.182
1538.36,-52.188
1538.4,-52.194
1538.44,-52.2
1538.48,-52.205
1538.52,-52.211
1538.56,-52.216
1538.6,-52.221
1538.64,-52.226
1538.68,-52.232
1538.72,-52.236
1538.76,-52.241
1538.8,-52.244
1538.84,-52.249
1538.88,-52.253
1538.92,-52.256
1538.96,-52.26
1539,-52.263
1539.04,-52.267
1539.08,-52.272
1539.12,-52.273
1539.16,-52.277
1539.2,-52.281
1539.24,-52.284
1539.28,-52.286
1539.32,-52.289
1539.36,-52.292
1539.4,-52.295
1539.44,-52.295
1539.48,-52.299
1539.52,-52.299
1539.56,-52.301
1539.6,-52.302
1539.64,-52.303
1539.68,-52.304
1539.72,-52.305
1539.76,-52.306
1539.8,-52.307
1539.84,-52.307
1539.88,-52.307
1539.92,-52.307
1539.96,-52.307
1540,-52.309
1540.04,-52.309
1540.08,-52.31
1540.12,-52.31
1540.16,-52.311
1540.2,-52.31
1540.24,-52.311
1540.28,-52.309
1540.32,-52.31
1540.36,-52.309
1540.4,-52.31
1540.44,-52.309
1540.48,-52.31
1540.52,-52.31
1540.56,-52.31
1540.6,-52.312
1540.64,-52.312
1540.68,-52.311
1540.72,-52.312
1540.76,-52.31
1540.8,-52.309
1540.84,-52.31
1540.88,-52.31
1540.92,-52.31
1540.96,-52.31
1541,-52.311
1541.04,-52.311
1541.08,-52.311
1541.12,-52.313
1541.16,-52.312
1541.2,-52.315
1541.24,-52.315
1541.28,-52.315
1541.32,-52.316
1541.36,-52.317
1541.4,-52.32
1541.44,-52.321
1541.48,-52.323
1541.52,-52.324
1541.56,-52.327
1541.6,-52.33
1541.64,-52.331
1541.68,-52.333
1541.72,-52.336
1541.76,-52.338
1541.8,-52.339
1541.84,-52.342
1541.88,-52.343
1541.92,-52.347
1541.96,-52.349
1542,-52.351
1542.04,-52.352
1542.08,-52.356
1542.12,-52.358
1542.16,-52.361
1542.2,-52.362
1542.24,-52.365
1542.28,-52.367
1542.32,-52.371
1542.36,-52.374
1542.4,-52.378
1542.44,-52.381
1542.48,-52.384
1542.52,-52.386
1542.56,-52.388
1542.6,-52.393
1542.64,-52.396
1542.68,-52.4
1542.72,-52.403
1542.76,-52.408
1542.8,-52.412
1542.84,-52.415
1542.88,-52.42
1542.92,-52.423
1542.96,-52.428
1543,-52.431
1543.04,-52.436
1543.08,-52.44
1543.12,-52.443
1543.16,-52.447
1543.2,-52.45
1543.24,-52.456
1543.28,-52.46
1543.32,-52.466
1543.36,-52.469
1543.4,-52.475
1543.44,-52.481
1543.48,-52.486
1543.52,-52.492
1543.56,-52.498
1543.6,-52.505
1543.64,-52.511
1543.68,-52.519
1543.72,-52.525
1543.76,-52.531
1543.8,-52.538
1543.84,-52.545
1543.88,-52.551
1543.92,-52.559
1543.96,-52.567
1544,-52.575
1544.04,-52.583
1544.08,-52.592
1544.12,-52.6
1544.16,-52.609
1544.2,-52.619
1544.24,-52.628
1544.28,-52.635
1544.32,-52.645
1544.36,-52.653
1544.4,-52.663
1544.44,-52.671
1544.48,-52.681
1544.52,-52.691
1544.56,-52.701
1544.6,-52.71
1544.64,-52.721
1544.68,-52.732
1544.72,-52.743
1544.76,-52.753
1544.8,-52.764
1544.84,-52.775
1544.88,-52.787
1544.92,-52.799
1544.96,-52.812
1545,-52.823
1545.04,-52.835
1545.08,-52.846
1545.12,-52.858
1545.16,-52.87
1545.2,-52.882
1545.24,-52.895
1545.28,-52.906
1545.32,-52.918
1545.36,-52.931
1545.4,-52.942
1545.44,-52.953
1545.48,-52.965
1545.52,-52.977
1545.56,-52.99
1545.6,-53.002
1545.64,-53.013
1545.68,-53.024
1545.72,-53.037
1545.76,-53.047
1545.8,-53.06
1545.84,-53.071
1545.88,-53.081
1545.92,-53.094
1545.96,-53.106
1546,-53.119
1546.04,-53.132
1546.08,-53.144
1546.12,-53.157
1546.16,-53.17
1546.2,-53.184
1546.24,-53.196
1546.28,-53.211
1546.32,-53.224
1546.36,-53.238
1546.4,-53.254
1546.44,-53.268
1546.48,-53.282
1546.52,-53.297
1546.56,-53.313
1546.6,-53.328
1546.64,-53.344
1546.68,-53.359
1546.72,-53.375
1546.76,-53.391
1546.8,-53.407
1546.84,-53.42
1546.88,-53.436
1546.92,-53.452
1546.96,-53.467
1547,-53.485
1547.04,-53.502
1547.08,-53.519
1547.12,-53.535
1547.16,-53.552
1547.2,-53.57
1547.24,-53.585
1547.28,-53.605
1547.32,-53.62
1547.36,-53.638
1547.4,-53.654
1547.44,-53.673
1547.48,-53.69
1547.52,-53.707
1547.56,-53.724
1547.6,-53.742
1547.64,-53.76
1547.68,-53.777
1547.72,-53.793
1547.76,-53.811
1547.8,-53.829
1547.84,-53.845
1547.88,-53.863
1547.92,-53.881
1547.96,-53.898
1548,-53.914
1548.04,-53.932
1548.08,-53.948
1548.12,-53.965
1548.16,-53.981
1548.2,-53.997
1548.24,-54.013
1548.28,-54.03
1548.32,-54.045
1548.36,-54.062
1548.4,-54.078
1548.44,-54.094
1548.48,-54.109
1548.52,-54.124
1548.56,-54.141
1548.6,-54.156
1548.64,-54.173
1548.68,-54.19
1548.72,-54.207
1548.76,-54.224
1548.8,-54.241
1548.84,-54.257
1548.88,-54.275
1548.92,-54.294
1548.96,-54.311
1549,-54.329
1549.04,-54.346
1549.08,-54.365
1549.12,-54.383
1549.16,-54.4
1549.2,-54.418
1549.24,-54.435
1549.28,-54.454
1549.32,-54.471
1549.36,-54.491
1549.4,-54.509
1549.44,-54.528
1549.48,-54.547
1549.52,-54.565
1549.56,-54.584
1549.6,-54.605
1549.64,-54.624
1549.68,-54.644
1549.72,-54.664
1549.76,-54.683
1549.8,-54.705
1549.84,-54.723
1549.88,-54.744
1549.92,-54.764
1549.96,-54.784
1550,-54.807
1550.04,-54.827
1550.08,-54.848
1550.12,-54.868
1550.16,-54.889
1550.2,-54.911
1550.24,-54.932
1550.28,-54.952
1550.32,-54.974
1550.36,-54.994
1550.4,-55.014
1550.44,-55.034
1550.48,-55.054
1550.52,-55.075
1550.56,-55.094
1550.6,-55.114
1550.64,-55.136
1550.68,-55.154
1550.72,-55.176
1550.76,-55.194
1550.8,-55.214
1550.84,-55.232
1550.88,-55.252
1550.92,-55.272
1550.96,-55.291
1551,-55.312
1551.04,-55.331
1551.08,-55.349
1551.12,-55.369
1551.16,-55.389
1551.2,-55.407
1551.24,-55.431
1551.28,-55.447
1551.32,-55.468
1551.36,-55.488
1551.4,-55.507
1551.44,-55.525
1551.48,-55.543
1551.52,-55.565
1551.56,-55.586
1551.6,-55.604
1551.64,-55.623
1551.68,-55.643
1551.72,-55.666
1551.76,-55.683
1551.8,-55.705
1551.84,-55.725
1551.88,-55.746
1551.92,-55.765
1551.96,-55.787
1552,-55.809
1552.04,-55.83
1552.08,-55.852
1552.12,-55.875
1552.16,-55.895
1552.2,-55.918
1552.24,-55.942
1552.28,-55.966
1552.32,-55.988
1552.36,-56.011
1552.4,-56.036
1552.44,-56.062
1552.48,-56.085
1552.52,-56.112
1552.56,-56.136
1552.6,-56.162
1552.64,-56.189
1552.68,-56.213
1552.72,-56.239
1552.76,-56.265
1552.8,-56.291
1552.84,-56.318
1552.88,-56.345
1552.92,-56.369
1552.96,-56.396
1553,-56.422
1553.04,-56.449
1553.08,-56.476
1553.12,-56.503
1553.16,-56.529
1553.2,-56.554
1553.24,-56.581
1553.28,-56.604
1553.32,-56.631
1553.36,-56.659
1553.4,-56.686
1553.44,-56.712
1553.48,-56.737
1553.52,-56.764
1553.56,-56.789
1553.6,-56.817
1553.64,-56.844
1553.68,-56.869
1553.72,-56.894
1553.76,-56.922
1553.8,-56.947
1553.84,-56.972
1553.88,-56.998
1553.92,-57.023
1553.96,-57.047
1554,-57.074
1554.04,-57.1
1554.08,-57.125
1554.12,-57.151
1554.16,-57.177
1554.2,-57.203
1554.24,-57.228
1554.28,-57.253
1554.32,-57.278
1554.36,-57.303
1554.4,-57.331
1554.44,-57.354
1554.48,-57.381
1554.52,-57.407
1554.56,-57.431
1554.6,-57.46
1554.64,-57.49
1554.68,-57.515
1554.72,-57.542
1554.76,-57.57
1554.8,-57.6
1554.84,-57.628
1554.88,-57.66
1554.92,-57.689
1554.96,-57.72
1555,-57.751
1555.04,-57.781
1555.08,-57.814
1555.12,-57.846
1555.16,-57.879
1555.2,-57.909
1555.24,-57.941
1555.28,-57.974
1555.32,-58.006
1555.36,-58.04
1555.4,-58.071
1555.44,-58.101
1555.48,-58.132
1555.52,-58.167
