"70BCSV 	",Prueba subir archivo 
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 ,
25,
CTRWL,1550
SPAN,200
START WL,1450
STOP WL,1650
WLFREQ,0
REFL,-59.9
LSCL,4
RESLN,0.2
AVG,1
SMPLAUTO,1
SMPL,5001
SMPLINTVL,0.04
HIGH2,
MEAS,
LSUNT,0
NMSKH,OFF
RESCOR,0
SMOOTH,0
FIBERTYPE,0
MEASWL,1
SWPSPD,0
RESPARM,9674
FREQPARM,9674
,
,
1555.56,-58.199
1555.6,-58.231
1555.64,-58.267
1555.68,-58.299
1555.72,-58.335
1555.76,-58.366
1555.8,-58.4
1555.84,-58.433
1555.88,-58.469
1555.92,-58.502
1555.96,-58.536
1556,-58.572
1556.04,-58.608
1556.08,-58.643
1556.12,-58.677
1556.16,-58.713
1556.2,-58.751
1556.24,-58.786
1556.28,-58.822
1556.32,-58.858
1556.36,-58.894
1556.4,-58.93
1556.44,-58.969
1556.48,-59.003
1556.52,-59.044
1556.56,-59.081
1556.6,-59.118
1556.64,-59.154
1556.68,-59.194
1556.72,-59.233
1556.76,-59.271
1556.8,-59.305
1556.84,-59.34
1556.88,-59.38
1556.92,-59.416
1556.96,-59.453
1557,-59.488
1557.04,-59.527
1557.08,-59.564
1557.12,-59.598
1557.16,-59.636
1557.2,-59.675
1557.24,-59.714
1557.28,-59.752
1557.32,-59.793
1557.36,-59.832
1557.4,-59.869
1557.44,-59.913
1557.48,-59.955
1557.52,-59.997
1557.56,-60.039
1557.6,-60.079
1557.64,-60.126
1557.68,-60.167
1557.72,-60.211
1557.76,-60.258
1557.8,-60.302
1557.84,-60.345
1557.88,-60.394
1557.92,-60.438
1557.96,-60.485
1558,-60.53
1558.04,-60.581
1558.08,-60.627
1558.12,-60.677
1558.16,-60.729
1558.2,-60.775
1558.24,-60.826
1558.28,-60.878
1558.32,-60.932
1558.36,-60.978
1558.4,-61.033
1558.44,-61.086
1558.48,-61.144
1558.52,-61.192
1558.56,-61.246
1558.6,-61.301
1558.64,-61.355
1558.68,-61.408
1558.72,-61.465
1558.76,-61.521
1558.8,-61.58
1558.84,-61.635
1558.88,-61.691
1558.92,-61.746
1558.96,-61.809
1559,-61.865
1559.04,-61.925
1559.08,-61.983
1559.12,-62.042
1559.16,-62.095
1559.2,-62.157
1559.24,-62.217
1559.28,-62.273
1559.32,-62.334
1559.36,-62.391
1559.4,-62.448
1559.44,-62.511
1559.48,-62.571
1559.52,-62.632
1559.56,-62.692
1559.6,-62.758
1559.64,-62.817
1559.68,-62.88
1559.72,-62.943
1559.76,-63
1559.8,-63.063
1559.84,-63.13
1559.88,-63.188
1559.92,-63.255
1559.96,-63.32
1560,-63.382
1560.04,-63.446
1560.08,-63.512
1560.12,-63.579
1560.16,-63.642
1560.2,-63.706
1560.24,-63.776
1560.28,-63.846
1560.32,-63.91
1560.36,-63.982
1560.4,-64.052
1560.44,-64.116
1560.48,-64.191
1560.52,-64.265
1560.56,-64.347
1560.6,-64.414
1560.64,-64.494
1560.68,-64.564
1560.72,-64.648
1560.76,-64.72
1560.8,-64.798
1560.84,-64.883
1560.88,-64.953
1560.92,-65.04
1560.96,-65.124
1561,-65.199
1561.04,-65.289
1561.08,-65.37
1561.12,-65.462
1561.16,-65.544
1561.2,-65.634
1561.24,-65.72
1561.28,-65.8
1561.32,-65.896
1561.36,-65.987
1561.4,-66.076
1561.44,-66.171
1561.48,-66.258
1561.52,-66.354
1561.56,-66.452
1561.6,-66.536
1561.64,-66.636
1561.68,-66.72
1561.72,-66.811
1561.76,-66.906
1561.8,-67.002
1561.84,-67.097
1561.88,-67.191
1561.92,-67.288
1561.96,-67.387
1562,-67.489
1562.04,-67.569
1562.08,-67.678
1562.12,-67.785
1562.16,-67.886
1562.2,-67.991
1562.24,-68.072
1562.28,-68.192
1562.32,-68.28
1562.36,-68.377
1562.4,-68.472
1562.44,-68.586
1562.48,-68.679
1562.52,-68.776
1562.56,-68.878
1562.6,-68.99
1562.64,-69.095
1562.68,-69.19
1562.72,-69.291
1562.76,-69.39
1562.8,-69.51
1562.84,-69.614
1562.88,-69.711
1562.92,-69.807
1562.96,-69.922
1563,-70.011
1563.04,-70.128
1563.08,-70.256
1563.12,-70.346
1563.16,-70.467
1563.2,-70.556
1563.24,-70.69
1563.28,-70.766
1563.32,-70.898
1563.36,-71.011
1563.4,-71.153
1563.44,-71.254
1563.48,-71.363
1563.52,-71.49
1563.56,-71.608
1563.6,-71.719
1563.64,-71.843
1563.68,-71.988
1563.72,-72.095
1563.76,-72.203
1563.8,-72.333
1563.84,-72.469
1563.88,-72.563
1563.92,-72.684
1563.96,-72.834
1564,-72.91
1564.04,-73.046
1564.08,-73.19
1564.12,-73.25
1564.16,-73.397
1564.2,-73.505
1564.24,-73.578
1564.28,-73.704
1564.32,-73.824
1564.36,-73.979
1564.4,-74.043
1564.44,-74.174
1564.48,-74.3
1564.52,-74.397
1564.56,-74.55
1564.6,-74.639
1564.64,-74.722
1564.68,-74.825
1564.72,-74.907
1564.76,-75.036
1564.8,-75.1
1564.84,-75.174
1564.88,-75.272
1564.92,-75.358
1564.96,-75.374
1565,-75.566
1565.04,-75.551
1565.08,-75.646
1565.12,-75.649
1565.16,-75.766
1565.2,-75.734
1565.24,-75.788
1565.28,-75.882
1565.32,-75.808
1565.36,-75.868
1565.4,-75.903
1565.44,-75.885
1565.48,-75.921
1565.52,-75.962
1565.56,-75.974
1565.6,-75.957
1565.64,-75.887
1565.68,-75.9
1565.72,-75.891
1565.76,-75.813
1565.8,-75.774
1565.84,-75.817
1565.88,-75.763
1565.92,-75.729
1565.96,-75.609
1566,-75.571
1566.04,-75.515
1566.08,-75.509
1566.12,-75.405
1566.16,-75.316
1566.2,-75.305
1566.24,-75.215
1566.28,-75.117
1566.32,-75.042
1566.36,-74.944
1566.4,-74.928
1566.44,-74.814
1566.48,-74.761
1566.52,-74.643
1566.56,-74.636
1566.6,-74.461
1566.64,-74.355
1566.68,-74.294
1566.72,-74.214
1566.76,-74.142
1566.8,-73.994
1566.84,-73.95
1566.88,-73.872
1566.92,-73.76
1566.96,-73.679
1567,-73.615
1567.04,-73.559
1567.08,-73.439
1567.12,-73.349
1567.16,-73.293
1567.2,-73.203
1567.24,-73.106
1567.28,-72.99
1567.32,-72.946
1567.36,-72.868
1567.4,-72.761
1567.44,-72.715
1567.48,-72.633
1567.52,-72.568
1567.56,-72.485
1567.6,-72.457
1567.64,-72.36
1567.68,-72.267
1567.72,-72.18
1567.76,-72.147
1567.8,-72.076
1567.84,-71.974
1567.88,-71.908
1567.92,-71.869
1567.96,-71.767
1568,-71.702
1568.04,-71.627
1568.08,-71.573
1568.12,-71.478
1568.16,-71.406
1568.2,-71.364
1568.24,-71.28
1568.28,-71.208
1568.32,-71.158
1568.36,-71.091
1568.4,-70.999
1568.44,-70.974
1568.48,-70.902
1568.52,-70.878
1568.56,-70.786
1568.6,-70.716
1568.64,-70.637
1568.68,-70.581
1568.72,-70.516
1568.76,-70.46
1568.8,-70.398
1568.84,-70.349
1568.88,-70.271
1568.92,-70.208
1568.96,-70.15
1569,-70.081
1569.04,-70.032
1569.08,-69.958
1569.12,-69.896
1569.16,-69.824
1569.2,-69.77
1569.24,-69.712
1569.28,-69.651
1569.32,-69.59
1569.36,-69.539
1569.4,-69.48
1569.44,-69.428
1569.48,-69.349
1569.52,-69.307
1569.56,-69.248
1569.6,-69.197
1569.64,-69.146
1569.68,-69.086
1569.72,-69.033
1569.76,-69
1569.8,-68.932
1569.84,-68.888
1569.88,-68.835
1569.92,-68.801
1569.96,-68.751
1570,-68.699
1570.04,-68.662
1570.08,-68.619
1570.12,-68.563
1570.16,-68.526
1570.2,-68.484
1570.24,-68.454
1570.28,-68.427
1570.32,-68.378
1570.36,-68.338
1570.4,-68.306
1570.44,-68.28
1570.48,-68.239
1570.52,-68.188
1570.56,-68.156
1570.6,-68.137
1570.64,-68.097
1570.68,-68.056
1570.72,-68.034
1570.76,-67.996
1570.8,-67.958
1570.84,-67.926
1570.88,-67.923
1570.92,-67.871
1570.96,-67.839
1571,-67.789
1571.04,-67.756
1571.08,-67.725
1571.12,-67.709
1571.16,-67.665
1571.2,-67.632
1571.24,-67.592
1571.28,-67.552
1571.32,-67.525
1571.36,-67.488
1571.4,-67.45
1571.44,-67.42
1571.48,-67.376
1571.52,-67.344
1571.56,-67.31
1571.6,-67.291
1571.64,-67.244
1571.68,-67.219
1571.72,-67.173
1571.76,-67.141
1571.8,-67.113
1571.84,-67.075
1571.88,-67.043
1571.92,-67.009
1571.96,-66.982
1572,-66.947
1572.04,-66.916
1572.08,-66.886
1572.12,-66.84
1572.16,-66.828
1572.2,-66.797
1572.24,-66.767
1572.28,-66.727
1572.32,-66.704
1572.36,-66.676
1572.4,-66.643
1572.44,-66.613
1572.48,-66.599
1572.52,-66.577
1572.56,-66.55
1572.6,-66.519
1572.64,-66.493
1572.68,-66.468
1572.72,-66.444
1572.76,-66.421
1572.8,-66.4
1572.84,-66.373
1572.88,-66.356
1572.92,-66.325
1572.96,-66.309
1573,-66.286
1573.04,-66.266
1573.08,-66.253
1573.12,-66.229
1573.16,-66.207
1573.2,-66.186
1573.24,-66.162
1573.28,-66.155
1573.32,-66.127
1573.36,-66.109
1573.4,-66.092
1573.44,-66.077
1573.48,-66.061
1573.52,-66.046
1573.56,-66.023
1573.6,-66.006
1573.64,-65.99
1573.68,-65.978
1573.72,-65.958
1573.76,-65.942
1573.8,-65.929
1573.84,-65.916
1573.88,-65.893
1573.92,-65.881
1573.96,-65.869
1574,-65.855
1574.04,-65.831
1574.08,-65.812
1574.12,-65.799
1574.16,-65.786
1574.2,-65.765
1574.24,-65.747
1574.28,-65.723
1574.32,-65.715
1574.36,-65.693
1574.4,-65.669
1574.44,-65.652
1574.48,-65.646
1574.52,-65.62
1574.56,-65.607
1574.6,-65.586
1574.64,-65.568
1574.68,-65.559
1574.72,-65.542
1574.76,-65.516
1574.8,-65.5
1574.84,-65.485
1574.88,-65.466
1574.92,-65.454
1574.96,-65.435
1575,-65.421
1575.04,-65.395
1575.08,-65.39
1575.12,-65.383
1575.16,-65.363
1575.2,-65.351
1575.24,-65.327
1575.28,-65.324
1575.32,-65.305
1575.36,-65.297
1575.4,-65.282
1575.44,-65.266
1575.48,-65.254
1575.52,-65.241
1575.56,-65.227
1575.6,-65.216
1575.64,-65.199
1575.68,-65.191
1575.72,-65.185
1575.76,-65.161
1575.8,-65.151
1575.84,-65.135
1575.88,-65.126
1575.92,-65.112
1575.96,-65.103
1576,-65.095
1576.04,-65.076
1576.08,-65.068
1576.12,-65.057
1576.16,-65.049
1576.2,-65.03
1576.24,-65.028
1576.28,-65.018
1576.32,-65.01
1576.36,-65.003
1576.4,-64.984
1576.44,-64.984
1576.48,-64.971
1576.52,-64.967
1576.56,-64.953
1576.6,-64.948
1576.64,-64.94
1576.68,-64.933
1576.72,-64.919
1576.76,-64.914
1576.8,-64.905
1576.84,-64.9
1576.88,-64.898
1576.92,-64.88
1576.96,-64.868
1577,-64.868
1577.04,-64.853
1577.08,-64.846
1577.12,-64.835
1577.16,-64.833
1577.2,-64.826
1577.24,-64.817
1577.28,-64.805
1577.32,-64.793
1577.36,-64.787
1577.4,-64.775
1577.44,-64.768
1577.48,-64.755
1577.52,-64.757
1577.56,-64.749
1577.6,-64.739
1577.64,-64.724
1577.68,-64.718
1577.72,-64.709
1577.76,-64.689
1577.8,-64.689
1577.84,-64.677
1577.88,-64.667
1577.92,-64.667
1577.96,-64.657
1578,-64.644
1578.04,-64.634
1578.08,-64.626
1578.12,-64.62
1578.16,-64.599
1578.2,-64.598
1578.24,-64.59
1578.28,-64.573
1578.32,-64.569
1578.36,-64.562
1578.4,-64.557
1578.44,-64.546
1578.48,-64.54
1578.52,-64.529
1578.56,-64.525
1578.6,-64.525
1578.64,-64.512
1578.68,-64.507
1578.72,-64.497
1578.76,-64.493
1578.8,-64.48
1578.84,-64.474
1578.88,-64.472
1578.92,-64.468
1578.96,-64.463
1579,-64.462
1579.04,-64.45
1579.08,-64.451
1579.12,-64.442
1579.16,-64.44
1579.2,-64.435
1579.24,-64.426
1579.28,-64.425
1579.32,-64.417
1579.36,-64.409
1579.4,-64.405
1579.44,-64.402
1579.48,-64.396
1579.52,-64.393
1579.56,-64.389
1579.6,-64.382
1579.64,-64.386
1579.68,-64.379
1579.72,-64.369
1579.76,-64.368
1579.8,-64.36
1579.84,-64.361
1579.88,-64.358
1579.92,-64.352
1579.96,-64.346
1580,-64.34
1580.04,-64.337
1580.08,-64.337
1580.12,-64.334
1580.16,-64.325
1580.2,-64.323
1580.24,-64.316
1580.28,-64.313
1580.32,-64.314
1580.36,-64.31
1580.4,-64.302
1580.44,-64.303
1580.48,-64.304
1580.52,-64.285
1580.56,-64.286
1580.6,-64.282
1580.64,-64.281
1580.68,-64.274
1580.72,-64.266
1580.76,-64.27
1580.8,-64.27
1580.84,-64.258
1580.88,-64.252
1580.92,-64.251
1580.96,-64.243
1581,-64.237
1581.04,-64.231
1581.08,-64.23
1581.12,-64.228
1581.16,-64.225
1581.2,-64.215
1581.24,-64.209
1581.28,-64.21
1581.32,-64.195
1581.36,-64.197
1581.4,-64.191
1581.44,-64.193
1581.48,-64.181
1581.52,-64.189
1581.56,-64.184
1581.6,-64.176
1581.64,-64.182
1581.68,-64.177
1581.72,-64.168
1581.76,-64.166
1581.8,-64.166
1581.84,-64.159
1581.88,-64.157
1581.92,-64.158
1581.96,-64.153
1582,-64.154
1582.04,-64.144
1582.08,-64.148
1582.12,-64.149
1582.16,-64.147
1582.2,-64.145
1582.24,-64.143
1582.28,-64.136
1582.32,-64.136
1582.36,-64.14
1582.4,-64.135
1582.44,-64.133
1582.48,-64.133
1582.52,-64.139
1582.56,-64.13
1582.6,-64.133
1582.64,-64.135
1582.68,-64.131
1582.72,-64.129
1582.76,-64.125
1582.8,-64.129
1582.84,-64.123
1582.88,-64.128
1582.92,-64.118
1582.96,-64.12
1583,-64.115
1583.04,-64.117
1583.08,-64.12
1583.12,-64.107
1583.16,-64.109
1583.2,-64.111
1583.24,-64.103
1583.28,-64.096
1583.32,-64.098
1583.36,-64.095
1583.4,-64.093
1583.44,-64.093
1583.48,-64.08
1583.52,-64.084
1583.56,-64.078
1583.6,-64.076
1583.64,-64.079
1583.68,-64.07
1583.72,-64.07
1583.76,-64.071
1583.8,-64.065
1583.84,-64.064
1583.88,-64.065
1583.92,-64.064
1583.96,-64.067
1584,-64.063
1584.04,-64.062
1584.08,-64.058
1584.12,-64.059
1584.16,-64.055
1584.2,-64.054
1584.24,-64.051
1584.28,-64.054
1584.32,-64.054
1584.36,-64.057
1584.4,-64.051
1584.44,-64.05
1584.48,-64.055
1584.52,-64.05
1584.56,-64.051
1584.6,-64.048
1584.64,-64.047
1584.68,-64.05
1584.72,-64.049
1584.76,-64.05
1584.8,-64.05
1584.84,-64.045
1584.88,-64.048
1584.92,-64.053
1584.96,-64.048
1585,-64.045
1585.04,-64.049
1585.08,-64.057
1585.12,-64.053
1585.16,-64.052
1585.2,-64.058
1585.24,-64.059
1585.28,-64.058
1585.32,-64.054
1585.36,-64.061
1585.4,-64.063
1585.44,-64.061
1585.48,-64.063
1585.52,-64.061
1585.56,-64.07
1585.6,-64.059
1585.64,-64.069
1585.68,-64.07
1585.72,-64.066
1585.76,-64.064
1585.8,-64.061
1585.84,-64.065
1585.88,-64.064
1585.92,-64.06
1585.96,-64.061
1586,-64.067
1586.04,-64.066
1586.08,-64.064
1586.12,-64.069
1586.16,-64.066
1586.2,-64.065
1586.24,-64.071
1586.28,-64.073
1586.32,-64.075
1586.36,-64.075
1586.4,-64.074
1586.44,-64.071
1586.48,-64.08
1586.52,-64.079
1586.56,-64.081
1586.6,-64.087
1586.64,-64.078
1586.68,-64.086
1586.72,-64.083
1586.76,-64.091
1586.8,-64.088
1586.84,-64.093
1586.88,-64.098
1586.92,-64.098
1586.96,-64.099
1587,-64.108
1587.04,-64.105
1587.08,-64.103
1587.12,-64.109
1587.16,-64.106
1587.2,-64.108
1587.24,-64.109
1587.28,-64.115
1587.32,-64.117
1587.36,-64.121
1587.4,-64.126
1587.44,-64.128
1587.48,-64.131
1587.52,-64.123
1587.56,-64.139
1587.6,-64.136
1587.64,-64.143
1587.68,-64.145
1587.72,-64.147
1587.76,-64.162
1587.8,-64.157
1587.84,-64.161
1587.88,-64.172
1587.92,-64.17
1587.96,-64.177
1588,-64.179
1588.04,-64.184
1588.08,-64.189
1588.12,-64.194
1588.16,-64.19
1588.2,-64.194
1588.24,-64.203
1588.28,-64.207
1588.32,-64.212
1588.36,-64.215
1588.4,-64.215
1588.44,-64.22
1588.48,-64.223
1588.52,-64.224
1588.56,-64.226
1588.6,-64.236
1588.64,-64.232
1588.68,-64.242
1588.72,-64.24
1588.76,-64.248
1588.8,-64.253
1588.84,-64.253
1588.88,-64.256
1588.92,-64.259
1588.96,-64.266
1589,-64.278
1589.04,-64.273
1589.08,-64.278
1589.12,-64.276
1589.16,-64.285
1589.2,-64.283
1589.24,-64.294
1589.28,-64.295
1589.32,-64.302
1589.36,-64.303
1589.4,-64.305
1589.44,-64.317
1589.48,-64.319
1589.52,-64.327
1589.56,-64.324
1589.6,-64.329
1589.64,-64.335
1589.68,-64.343
1589.72,-64.337
1589.76,-64.347
1589.8,-64.347
1589.84,-64.358
1589.88,-64.359
1589.92,-64.351
1589.96,-64.365
1590,-64.367
1590.04,-64.367
1590.08,-64.386
1590.12,-64.386
1590.16,-64.39
1590.2,-64.398
1590.24,-64.407
1590.28,-64.405
1590.32,-64.414
1590.36,-64.42
1590.4,-64.428
1590.44,-64.435
1590.48,-64.44
1590.52,-64.448
1590.56,-64.457
1590.6,-64.465
1590.64,-64.461
1590.68,-64.472
1590.72,-64.483
1590.76,-64.487
1590.8,-64.492
1590.84,-64.504
1590.88,-64.506
1590.92,-64.512
1590.96,-64.521
1591,-64.528
1591.04,-64.525
1591.08,-64.537
1591.12,-64.539
1591.16,-64.549
1591.2,-64.558
1591.24,-64.564
1591.28,-64.56
1591.32,-64.574
1591.36,-64.58
1591.4,-64.586
1591.44,-64.597
1591.48,-64.603
1591.52,-64.61
1591.56,-64.621
1591.6,-64.629
1591.64,-64.633
1591.68,-64.638
1591.72,-64.645
1591.76,-64.657
1591.8,-64.657
1591.84,-64.666
1591.88,-64.678
1591.92,-64.686
1591.96,-64.697
1592,-64.697
1592.04,-64.702
1592.08,-64.714
1592.12,-64.723
1592.16,-64.729
1592.2,-64.72
1592.24,-64.739
1592.28,-64.744
1592.32,-64.749
1592.36,-64.765
1592.4,-64.764
1592.44,-64.772
1592.48,-64.782
1592.52,-64.787
1592.56,-64.788
1592.6,-64.809
1592.64,-64.811
1592.68,-64.817
1592.72,-64.833
1592.76,-64.837
1592.8,-64.839
1592.84,-64.856
1592.88,-64.857
1592.92,-64.863
1592.96,-64.875
1593,-64.889
1593.04,-64.894
1593.08,-64.903
1593.12,-64.913
1593.16,-64.928
1593.2,-64.933
1593.24,-64.948
1593.28,-64.955
1593.32,-64.969
1593.36,-64.967
1593.4,-64.989
1593.44,-64.988
1593.48,-65.004
1593.52,-65.003
1593.56,-65.018
1593.6,-65.031
1593.64,-65.037
1593.68,-65.051
1593.72,-65.062
1593.76,-65.065
1593.8,-65.081
1593.84,-65.077
1593.88,-65.102
1593.92,-65.101
1593.96,-65.12
1594,-65.124
1594.04,-65.137
1594.08,-65.149
1594.12,-65.155
1594.16,-65.172
1594.2,-65.179
1594.24,-65.193
1594.28,-65.216
1594.32,-65.211
1594.36,-65.221
1594.4,-65.237
1594.44,-65.245
1594.48,-65.255
1594.52,-65.27
1594.56,-65.284
1594.6,-65.288
1594.64,-65.301
1594.68,-65.31
1594.72,-65.314
1594.76,-65.323
1594.8,-65.339
1594.84,-65.351
1594.88,-65.363
1594.92,-65.375
1594.96,-65.381
1595,-65.393
1595.04,-65.406
1595.08,-65.407
1595.12,-65.421
1595.16,-65.422
1595.2,-65.443
1595.24,-65.456
1595.28,-65.462
1595.32,-65.471
1595.36,-65.493
1595.4,-65.501
1595.44,-65.51
1595.48,-65.516
1595.52,-65.54
1595.56,-65.544
1595.6,-65.556
1595.64,-65.563
1595.68,-65.588
1595.72,-65.603
1595.76,-65.613
1595.8,-65.622
1595.84,-65.639
1595.88,-65.649
1595.92,-65.652
1595.96,-65.677
1596,-65.694
1596.04,-65.694
1596.08,-65.718
1596.12,-65.725
1596.16,-65.742
1596.2,-65.759
1596.24,-65.764
1596.28,-65.777
1596.32,-65.779
1596.36,-65.804
1596.4,-65.818
1596.44,-65.825
1596.48,-65.847
1596.52,-65.853
1596.56,-65.869
1596.6,-65.88
1596.64,-65.905
1596.68,-65.918
1596.72,-65.936
1596.76,-65.935
1596.8,-65.969
1596.84,-65.979
1596.88,-65.981
1596.92,-66.011
1596.96,-66.019
1597,-66.03
1597.04,-66.046
1597.08,-66.058
1597.12,-66.076
1597.16,-66.082
1597.2,-66.096
1597.24,-66.11
1597.28,-66.134
1597.32,-66.146
1597.36,-66.155
1597.4,-66.176
1597.44,-66.188
1597.48,-66.2
1597.52,-66.217
1597.56,-66.224
1597.6,-66.253
1597.64,-66.266
1597.68,-66.278
1597.72,-66.289
1597.76,-66.314
1597.8,-66.318
1597.84,-66.336
1597.88,-66.353
1597.92,-66.366
1597.96,-66.383
1598,-66.392
1598.04,-66.415
1598.08,-66.434
1598.12,-66.451
1598.16,-66.467
1598.2,-66.478
1598.24,-66.489
1598.28,-66.517
1598.32,-66.53
1598.36,-66.537
1598.4,-66.553
1598.44,-66.579
1598.48,-66.591
1598.52,-66.602
1598.56,-66.636
1598.6,-66.648
1598.64,-66.661
1598.68,-66.665
1598.72,-66.69
1598.76,-66.708
1598.8,-66.729
1598.84,-66.734
1598.88,-66.747
1598.92,-66.769
1598.96,-66.785
1599,-66.807
1599.04,-66.829
1599.08,-66.838
1599.12,-66.863
1599.16,-66.867
1599.2,-66.895
1599.24,-66.911
1599.28,-66.93
1599.32,-66.958
1599.36,-66.956
1599.4,-66.98
1599.44,-67.01
1599.48,-67.03
1599.52,-67.036
1599.56,-67.052
1599.6,-67.081
1599.64,-67.107
1599.68,-67.106
1599.72,-67.135
1599.76,-67.155
1599.8,-67.187
1599.84,-67.202
1599.88,-67.216
1599.92,-67.235
1599.96,-67.248
1600,-67.278
1600.04,-67.296
1600.08,-67.316
1600.12,-67.333
1600.16,-67.341
1600.2,-67.378
1600.24,-67.398
1600.28,-67.4
1600.32,-67.438
1600.36,-67.437
1600.4,-67.468
1600.44,-67.481
1600.48,-67.494
1600.52,-67.527
1600.56,-67.548
1600.6,-67.564
1600.64,-67.582
1600.68,-67.6
1600.72,-67.629
1600.76,-67.646
1600.8,-67.669
1600.84,-67.687
1600.88,-67.712
1600.92,-67.744
1600.96,-67.75
1601,-67.761
1601.04,-67.767
1601.08,-67.813
1601.12,-67.836
1601.16,-67.858
1601.2,-67.882
1601.24,-67.899
1601.28,-67.913
1601.32,-67.949
1601.36,-67.961
1601.4,-67.987
1601.44,-67.999
1601.48,-68.026
1601.52,-68.056
1601.56,-68.086
1601.6,-68.102
1601.64,-68.123
1601.68,-68.143
1601.72,-68.159
1601.76,-68.185
1601.8,-68.211
1601.84,-68.226
1601.88,-68.249
1601.92,-68.272
1601.96,-68.297
1602,-68.322
1602.04,-68.344
1602.08,-68.359
1602.12,-68.397
1602.16,-68.421
1602.2,-68.415
1602.24,-68.474
1602.28,-68.492
1602.32,-68.522
1602.36,-68.554
1602.4,-68.564
1602.44,-68.593
1602.48,-68.599
1602.52,-68.634
1602.56,-68.655
1602.6,-68.683
1602.64,-68.697
1602.68,-68.736
1602.72,-68.735
1602.76,-68.787
1602.8,-68.805
1602.84,-68.827
1602.88,-68.861
1602.92,-68.874
1602.96,-68.898
1603,-68.93
1603.04,-68.951
1603.08,-68.966
1603.12,-69.009
1603.16,-69.025
1603.2,-69.045
1603.24,-69.097
1603.28,-69.105
1603.32,-69.124
1603.36,-69.159
1603.4,-69.176
1603.44,-69.206
1603.48,-69.235
1603.52,-69.259
1603.56,-69.298
1603.6,-69.307
1603.64,-69.343
1603.68,-69.375
1603.72,-69.393
1603.76,-69.416
1603.8,-69.451
1603.84,-69.459
1603.88,-69.51
1603.92,-69.517
1603.96,-69.565
1604,-69.593
1604.04,-69.601
1604.08,-69.637
1604.12,-69.643
1604.16,-69.676
1604.2,-69.716
1604.24,-69.75
1604.28,-69.786
1604.32,-69.811
1604.36,-69.827
1604.4,-69.871
1604.44,-69.888
1604.48,-69.922
1604.52,-69.972
1604.56,-69.967
1604.6,-70.013
1604.64,-70.076
1604.68,-70.079
1604.72,-70.096
1604.76,-70.163
1604.8,-70.174
1604.84,-70.189
1604.88,-70.231
1604.92,-70.274
1604.96,-70.278
1605,-70.309
1605.04,-70.342
1605.08,-70.415
1605.12,-70.401
1605.16,-70.452
1605.2,-70.477
1605.24,-70.511
1605.28,-70.555
1605.32,-70.572
1605.36,-70.641
1605.4,-70.668
1605.44,-70.674
1605.48,-70.73
1605.52,-70.757
1605.56,-70.797
1605.6,-70.821
1605.64,-70.817
1605.68,-70.877
1605.72,-70.909
1605.76,-70.922
1605.8,-70.975
1605.84,-71.031
1605.88,-71.015
1605.92,-71.072
1605.96,-71.129
1606,-71.144
1606.04,-71.21
1606.08,-71.221
1606.12,-71.273
1606.16,-71.301
1606.2,-71.348
1606.24,-71.376
1606.28,-71.38
1606.32,-71.481
1606.36,-71.492
1606.4,-71.501
1606.44,-71.523
1606.48,-71.567
1606.52,-71.614
1606.56,-71.648
1606.6,-71.703
1606.64,-71.734
1606.68,-71.761
1606.72,-71.829
1606.76,-71.855
1606.8,-71.867
1606.84,-71.919
1606.88,-71.967
1606.92,-71.924
1606.96,-72.057
1607,-72.078
1607.04,-72.147
1607.08,-72.148
1607.12,-72.203
1607.16,-72.183
1607.2,-72.286
1607.24,-72.276
1607.28,-72.371
1607.32,-72.405
1607.36,-72.453
1607.4,-72.461
1607.44,-72.508
1607.48,-72.562
1607.52,-72.625
1607.56,-72.631
1607.6,-72.646
1607.64,-72.674
1607.68,-72.734
1607.72,-72.799
1607.76,-72.845
1607.8,-72.87
1607.84,-72.869
1607.88,-72.98
1607.92,-73.024
1607.96,-73.047
1608,-73.094
1608.04,-73.175
1608.08,-73.185
1608.12,-73.27
1608.16,-73.268
1608.2,-73.339
1608.24,-73.376
1608.28,-73.429
1608.32,-73.451
1608.36,-73.508
1608.4,-73.568
1608.44,-73.597
1608.48,-73.658
1608.52,-73.665
1608.56,-73.774
1608.6,-73.798
1608.64,-73.875
1608.68,-73.925
1608.72,-73.934
1608.76,-73.99
1608.8,-74.01
1608.84,-74.057
1608.88,-74.126
1608.92,-74.091
1608.96,-74.218
1609,-74.235
1609.04,-74.237
1609.08,-74.288
1609.12,-74.422
1609.16,-74.385
1609.2,-74.434
1609.24,-74.479
1609.28,-74.589
1609.32,-74.585
1609.36,-74.65
1609.4,-74.689
1609.44,-74.817
1609.48,-74.792
1609.52,-74.824
1609.56,-74.914
1609.6,-74.979
1609.64,-75.143
1609.68,-75.057
1609.72,-75.105
1609.76,-75.153
1609.8,-75.221
1609.84,-75.322
1609.88,-75.334
1609.92,-75.391
1609.96,-75.392
1610,-75.469
1610.04,-75.527
1610.08,-75.501
1610.12,-75.736
1610.16,-75.669
1610.2,-75.835
1610.24,-75.862
1610.28,-75.879
1610.32,-76.014
1610.36,-76.024
1610.4,-76.076
1610.44,-76.156
1610.48,-76.283
1610.52,-76.259
1610.56,-76.311
1610.6,-76.418
1610.64,-76.46
1610.68,-76.507
1610.72,-76.569
1610.76,-76.709
1610.8,-76.745
1610.84,-76.784
1610.88,-76.846
1610.92,-76.835
